small vehicle,large vehicle,minibus,hatchback,sedan,bus,minivan,truck,van,jeep,cement mixer,dedicated agricultural vehicle,tanker,crane truck,pickup,light truck,prime mover,red,black,blue,silver/grey,white,other,yellow,green,sunroof,luggage_carrier,open_cargo_area,enclosed_cab,spare_wheel,wrecked,flatbed,ladder,enclosed_box,soft_shell_box,harnessed_to_a_cart,ac_vents
24124,18367,23574,37792,29680,29152,33273,20835,12606,30600,20326,26168,26568,16144,18285,13559,22713,36283,31434,30605,37314,36297,18598,31203,29116,29152,29152,29152,29152,29152,29152,29152,29152,29152,29152,29152,29152
26188,21816,19282,36643,30953,33370,17517,32232,19216,33133,15523,22161,22549,34963,20323,39714,23218,14399,34796,23134,36183,16147,21973,28988,15659,33370,33370,33370,33370,33370,33370,33370,33370,33370,33370,33370,33370
14791,30266,27454,23754,32429,14011,37197,29916,14254,34897,24184,15900,28490,17084,20311,12311,11303,21829,38533,30398,33490,36925,20876,14655,22522,14011,14011,14011,14011,14011,14011,14011,14011,14011,14011,14011,14011
10041,21318,13167,37117,30371,34441,37403,14982,35754,22703,29135,29116,24803,22391,21359,15406,37958,32867,32930,13706,33859,18414,13797,15678,18104,34441,34441,34441,34441,34441,34441,34441,34441,34441,34441,34441,34441
24651,21034,29956,16885,33281,29990,35976,12746,33839,27835,24464,34644,38567,32680,23673,28388,21869,25717,25566,31467,14232,17903,36953,30324,21722,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990,29990
16274,25140,17776,10092,12822,16756,26553,35211,21402,10749,31272,25785,17618,12559,20433,13517,18446,11591,29424,38639,22662,26646,11529,20726,33623,16756,16756,16756,16756,16756,16756,16756,16756,16756,16756,16756,16756
36580,29641,30459,39816,37619,38708,11596,38255,18407,21024,17970,14392,34637,30845,36681,30947,30043,26497,23249,16117,20836,34592,14553,32878,14654,38708,38708,38708,38708,38708,38708,38708,38708,38708,38708,38708,38708
17933,22268,18030,18614,12220,12140,21222,19870,32980,31394,15123,27071,13025,22224,20065,28840,15992,18402,33903,38945,18912,21188,14812,17156,39687,12140,12140,12140,12140,12140,12140,12140,12140,12140,12140,12140,12140
32469,12575,30504,20653,36232,32426,17025,39577,12814,30239,34404,16730,22621,19952,18631,21378,34125,14396,22526,32334,10897,34458,16217,38982,25895,32426,32426,32426,32426,32426,32426,32426,32426,32426,32426,32426,32426
23917,37198,22086,31429,36589,15636,31441,30736,29408,27172,28632,33448,28690,18264,18184,39288,28494,28007,11887,27908,12814,21919,20464,30488,38562,15636,15636,15636,15636,15636,15636,15636,15636,15636,15636,15636,15636
11084,35645,24094,27797,39647,23589,38819,26093,24664,29507,17230,16756,11303,32385,33814,24726,14094,25072,30854,22726,25035,33188,11937,35094,37177,23589,23589,23589,23589,23589,23589,23589,23589,23589,23589,23589,23589
21719,27923,26002,22247,11979,12119,25989,32467,14361,27429,28540,19547,16756,21075,25339,18458,37162,23628,28534,23256,38983,27785,35407,17698,26248,12119,12119,12119,12119,12119,12119,12119,12119,12119,12119,12119,12119
15185,39950,28310,36396,11782,24284,11655,23917,20219,38598,31292,22621,37866,35785,32629,29630,24090,27586,29560,31860,15854,27001,16781,19505,36341,24284,24284,24284,24284,24284,24284,24284,24284,24284,24284,24284,24284
34721,25894,39714,32867,18666,20705,37139,15121,29357,13197,29044,13015,23296,35342,35359,16756,39824,21856,37056,34331,12564,25058,19557,15040,38651,20705,20705,20705,20705,20705,20705,20705,20705,20705,20705,20705,20705
26011,15065,20492,39032,26722,13517,12144,36830,12834,21476,19978,28922,22918,18813,36067,27049,16948,27232,32019,17801,25333,35064,36562,27560,30331,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517,13517
30524,21360,14092,19957,29848,16636,30100,11986,33750,11692,26560,11563,39758,39083,13656,35213,32177,15145,28522,39160,11028,10028,22324,19994,10621,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636,16636
29357,15434,31118,21802,21676,14723,26338,16058,10672,16009,30459,21429,13262,31304,20790,39214,12504,24572,10383,24531,33133,14538,24577,27367,32434,14723,14723,14723,14723,14723,14723,14723,14723,14723,14723,14723,14723
39196,32815,19081,39095,15026,30043,12997,20729,18074,22412,27147,30820,23870,23856,30174,25024,27448,31812,17466,28890,16367,17366,20444,14154,12956,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043
28445,38631,25716,29457,25610,18862,14158,10091,23661,29347,20832,22088,26168,24865,21733,36468,18267,30978,10260,10160,10444,16887,21238,29342,28931,18862,18862,18862,18862,18862,18862,18862,18862,18862,18862,18862,18862
28077,36613,39642,19027,13428,30693,11024,36067,39866,17331,21585,11360,30767,18822,26188,27777,11694,20861,23365,13893,20736,25227,13059,20036,18929,30693,30693,30693,30693,30693,30693,30693,30693,30693,30693,30693,30693
20881,27535,15085,23211,25652,26156,11471,11471,32698,23623,33923,17668,31199,33653,21176,22839,17645,34997,20659,33883,23015,30023,21176,10081,10454,26156,26156,26156,26156,26156,26156,26156,26156,26156,26156,26156,26156
28216,36542,21636,27090,39520,37478,12355,26159,11961,28842,20897,13571,18428,35621,31349,29248,14577,10241,31931,14704,39464,32636,12280,38385,23803,37478,37478,37478,37478,37478,37478,37478,37478,37478,37478,37478,37478
39061,14458,30736,28904,38505,14534,11438,31150,21491,11410,15425,23455,15044,20068,21903,29948,14581,14908,38008,37039,24887,22776,32180,28907,33791,14534,14534,14534,14534,14534,14534,14534,14534,14534,14534,14534,14534
30269,33693,17187,10966,10851,36355,33170,29833,22824,14743,37786,28355,35687,29907,14383,22969,14361,17199,29080,21462,14270,32585,15922,19867,28993,36355,36355,36355,36355,36355,36355,36355,36355,36355,36355,36355,36355
13455,29739,17086,39143,14069,35642,38808,22108,37888,25759,36101,22549,16041,26202,22776,37418,35479,16913,21569,14957,28028,18372,19386,14691,27489,35642,35642,35642,35642,35642,35642,35642,35642,35642,35642,35642,35642
36450,21301,34169,23813,18738,22669,24648,34125,12785,25665,27645,36608,36896,17087,25529,28312,22526,13362,16817,20748,16786,16279,15070,39285,27095,22669,22669,22669,22669,22669,22669,22669,22669,22669,22669,22669,22669
21307,10886,21387,22713,12404,23455,22222,13707,32413,13883,30352,15992,32165,22920,35976,31032,28661,15621,38567,16198,35575,39537,19556,32294,15413,23455,23455,23455,23455,23455,23455,23455,23455,23455,23455,23455,23455
34925,23931,25341,33051,38443,37380,13844,22293,35843,38740,18524,29764,21344,37786,21154,33792,36573,32393,35686,13291,20994,39148,22163,19033,24890,37380,37380,37380,37380,37380,37380,37380,37380,37380,37380,37380,37380
19766,30950,35711,36801,26856,16942,30027,10467,14222,34843,23792,16634,18484,27467,38989,21510,36171,37316,32467,34334,12785,24382,27113,36964,18656,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942,16942
13138,18836,14883,29907,21838,27326,24758,34118,24523,31978,15406,30748,22088,18969,14572,33347,29306,39023,27506,10979,25633,29774,24795,27761,31684,27326,27326,27326,27326,27326,27326,27326,27326,27326,27326,27326,27326
29130,10262,33607,33744,24422,27760,13513,29956,18715,28827,34840,35309,37305,38912,30983,32235,38549,26299,39625,39139,25731,30301,22556,25777,35770,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760,27760
38595,15455,36355,10788,26134,13818,37681,19864,11718,23524,30512,34129,20802,38874,31484,29291,21803,22375,25386,17948,31208,35201,24926,24758,16657,13818,13818,13818,13818,13818,13818,13818,13818,13818,13818,13818,13818
34137,17816,39021,39174,36679,29041,31799,16467,11412,34930,33417,37866,21429,27708,15401,32387,12667,27681,24093,11519,29677,35392,27406,22289,32664,29041,29041,29041,29041,29041,29041,29041,29041,29041,29041,29041,29041
27047,29511,36726,29306,16916,34819,19210,34827,11060,37803,25341,38802,24802,33802,11383,20705,18929,39392,35927,33804,36508,16912,26683,12307,10425,34819,34819,34819,34819,34819,34819,34819,34819,34819,34819,34819,34819
35933,31493,29291,37272,15739,32731,24825,32908,12595,19893,21686,20169,12386,34380,20664,16342,15652,29366,28685,21881,17965,31657,11432,17954,34025,32731,32731,32731,32731,32731,32731,32731,32731,32731,32731,32731,32731
22249,33384,11156,20129,24482,12428,14752,28312,16693,18285,29121,25717,39714,11775,39324,13658,15902,23257,10950,20726,21465,17780,33028,22083,27466,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428,12428
36347,30767,16735,13941,13392,23005,33802,23792,18862,14657,29417,30693,30302,38570,12580,35713,25301,12036,39029,11303,35211,29434,20378,30478,37892,23005,23005,23005,23005,23005,23005,23005,23005,23005,23005,23005,23005
33839,17365,17606,15099,11976,20307,38632,14839,34833,34212,20883,23974,29764,36360,35532,27429,24332,21349,14599,24116,22636,14802,11128,12851,17344,20307,20307,20307,20307,20307,20307,20307,20307,20307,20307,20307,20307
10081,16214,16242,31954,34662,15821,31449,14832,23957,27685,22839,29689,10934,38651,35805,19815,29833,21832,27809,30284,16102,22455,22948,20737,11030,15821,15821,15821,15821,15821,15821,15821,15821,15821,15821,15821,15821
15700,29501,21178,23804,21719,22391,14918,24818,21869,11400,32071,10740,25785,35015,29787,10934,28703,36613,20250,20997,15274,18363,26275,25839,21101,22391,22391,22391,22391,22391,22391,22391,22391,22391,22391,22391,22391
12119,27839,20971,25539,21627,31358,28193,28265,29835,12656,25321,19406,39017,19066,31737,13167,11997,19803,29160,32012,36355,26840,36411,11723,12285,31358,31358,31358,31358,31358,31358,31358,31358,31358,31358,31358,31358
26800,18372,30075,36155,18471,25716,38136,22208,38457,15900,24687,34419,37677,17302,27719,10015,16288,30609,20999,15835,29188,37562,28763,38965,27230,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716,25716
29509,19682,24284,36592,18230,34889,33640,28528,22669,34252,37038,26552,20746,23452,21934,25956,27142,35493,25889,35350,24906,15272,35229,28091,20125,34889,34889,34889,34889,34889,34889,34889,34889,34889,34889,34889,34889
34400,17367,33022,29527,36017,26093,26379,24336,20057,27516,38826,23747,33246,30084,38008,21020,35608,25807,34129,25730,10419,25976,25839,36794,30670,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093,26093
28339,13132,15015,39567,37081,39820,16704,34819,24955,35013,28188,10254,32459,20714,37128,36175,17025,25020,28336,34939,29635,31790,39078,21820,32967,39820,39820,39820,39820,39820,39820,39820,39820,39820,39820,39820,39820
31354,11322,11293,16653,36085,32196,15462,15085,15518,21221,28612,34703,35082,17025,20026,37507,13611,30799,29075,37311,33701,21945,18410,15382,27664,32196,32196,32196,32196,32196,32196,32196,32196,32196,32196,32196,32196
32998,13219,14982,17359,17973,20115,22483,20884,24870,28310,23755,37056,23974,35532,30385,39371,39380,33713,26072,32151,26728,16811,29149,10772,13030,20115,20115,20115,20115,20115,20115,20115,20115,20115,20115,20115,20115
39219,19777,14965,21813,31637,19489,25669,28451,28049,27336,36103,12621,29416,20747,16144,11762,25074,14528,32874,27251,32569,22986,29694,24876,17254,19489,19489,19489,19489,19489,19489,19489,19489,19489,19489,19489,19489
36241,35849,35920,17895,38572,26159,36103,10250,16673,15121,30366,35087,16447,33299,39246,22686,35842,28494,16689,26947,38672,28457,26856,22525,32378,26159,26159,26159,26159,26159,26159,26159,26159,26159,26159,26159,26159
35687,16370,27791,28673,39465,35890,14361,26742,20019,34709,27215,18428,16963,27019,36171,35921,25521,23848,25604,24308,37442,35104,20849,34108,38883,35890,35890,35890,35890,35890,35890,35890,35890,35890,35890,35890,35890
33041,38816,34023,24358,16325,28461,28374,26475,32725,26063,18979,20164,27071,27431,11030,33692,14280,25742,32022,39699,29392,22297,22946,20476,31761,28461,28461,28461,28461,28461,28461,28461,28461,28461,28461,28461,28461
18981,16432,37380,18319,23106,18750,18074,29604,26310,31407,31424,37558,34029,39002,19553,28469,10788,34883,15446,10486,16397,39892,17482,10818,14728,18750,18750,18750,18750,18750,18750,18750,18750,18750,18750,18750,18750
31861,26962,13327,15501,11924,22886,27326,24656,14752,15912,33121,27220,35621,31434,31629,23343,25147,33064,29060,33540,28499,34303,17333,18331,29709,22886,22886,22886,22886,22886,22886,22886,22886,22886,22886,22886,22886
37490,30119,37222,27156,36052,18701,13475,16948,18299,25054,38532,21178,36768,14977,19867,33200,33960,16042,26100,15202,16801,22524,21335,17100,31619,18701,18701,18701,18701,18701,18701,18701,18701,18701,18701,18701,18701
39563,29907,20401,35626,12901,39611,16889,11157,12479,23539,20729,33674,22758,34800,29285,10603,32837,36687,12389,27496,17215,18874,20699,23892,22300,39611,39611,39611,39611,39611,39611,39611,39611,39611,39611,39611,39611
11304,32846,15425,11300,31219,25316,22180,10862,31832,39383,32232,35621,29426,35965,34819,12576,20669,31493,23622,10274,23296,12195,31373,13030,13264,25316,25316,25316,25316,25316,25316,25316,25316,25316,25316,25316,25316
29169,34529,26033,24840,14302,14701,17993,25951,18382,15690,21891,22918,17846,18402,12492,34868,13408,39937,31124,24857,35077,30769,29641,33122,33614,14701,14701,14701,14701,14701,14701,14701,14701,14701,14701,14701,14701
37148,24861,30981,14937,15743,30481,38932,21031,35965,19891,34322,29721,14977,20628,34023,32897,13730,13095,39700,18470,25305,34330,12917,26854,21238,30481,30481,30481,30481,30481,30481,30481,30481,30481,30481,30481,30481
36107,26346,35525,17993,20234,34154,13111,13797,12140,31605,21083,30922,34813,10971,13839,30185,36726,26234,33300,28112,20153,21615,10065,30137,26673,34154,34154,34154,34154,34154,34154,34154,34154,34154,34154,34154,34154
25466,19712,33412,18603,25743,36585,35281,17409,31323,15116,12160,37017,34703,26330,32611,27883,21369,15218,24141,30478,36113,23465,27622,15551,12838,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585,36585
21681,30845,25368,20601,25932,32385,39740,12444,34023,24041,11434,31185,16610,29039,22131,29607,17326,21846,36335,38766,35893,20692,27746,37084,30289,32385,32385,32385,32385,32385,32385,32385,32385,32385,32385,32385,32385
36391,37205,11140,23414,39353,39088,14151,18759,31516,28366,29800,28504,37017,15690,39832,12385,27069,34930,19813,22380,16082,39097,15736,21020,30775,39088,39088,39088,39088,39088,39088,39088,39088,39088,39088,39088,39088
17942,33168,16094,16963,27966,20167,16868,23379,20669,32467,24495,18134,21925,27328,14496,16689,36539,30865,16805,13150,32153,26042,17835,10979,24963,20167,20167,20167,20167,20167,20167,20167,20167,20167,20167,20167,20167
12242,17540,36896,11452,12473,10967,27216,20307,36583,30658,33052,36768,35918,39149,22705,29416,12621,11405,10751,21675,38365,34706,12283,22637,30167,10967,10967,10967,10967,10967,10967,10967,10967,10967,10967,10967,10967
29002,11554,27119,11159,22915,30459,23135,35713,35423,10862,39521,30968,20830,21613,34029,36858,19656,13270,32151,26931,39427,31799,32542,20710,35371,30459,30459,30459,30459,30459,30459,30459,30459,30459,30459,30459,30459
32211,25619,27049,33674,23860,31139,30081,38698,30456,24993,20717,31062,26524,11652,35087,39062,31622,18167,24669,23595,11480,20170,38874,13748,38697,31139,31139,31139,31139,31139,31139,31139,31139,31139,31139,31139,31139
37564,29204,13434,37291,29949,24436,26681,38932,27936,31272,21803,32797,28294,33640,23249,22291,24846,26947,37867,14267,25313,20752,35927,25761,23574,24436,24436,24436,24436,24436,24436,24436,24436,24436,24436,24436,24436
27211,16862,20311,19014,12815,20884,39302,10909,26029,35805,16426,30947,10672,11812,33448,35781,37454,11573,14691,24668,20561,36648,38181,16862,23832,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884,20884
13465,38360,28254,29143,13856,15516,35066,30385,32040,27040,34293,18439,17925,38317,23507,35316,22224,38661,35094,37498,15784,26547,19912,30899,23524,15516,15516,15516,15516,15516,15516,15516,15516,15516,15516,15516,15516
38884,38457,30481,10818,19766,30289,32422,10062,15611,28270,36539,14141,17668,10967,39479,18584,10616,13804,21957,12936,16146,10238,24356,31405,21327,30289,30289,30289,30289,30289,30289,30289,30289,30289,30289,30289,30289
26337,32061,14082,32803,31813,12589,33911,39088,12828,39597,23354,29357,28355,14094,38761,11117,20835,28657,26159,19865,18146,14403,29792,27229,33388,12589,12589,12589,12589,12589,12589,12589,12589,12589,12589,12589,12589
29340,27504,34940,37536,11432,24609,18362,23905,16147,33638,32447,37222,31797,16011,24915,13121,28322,14918,34306,11145,37693,29105,11914,23728,29457,24609,24609,24609,24609,24609,24609,24609,24609,24609,24609,24609,24609
30374,12734,37779,10190,27491,10542,10452,36323,12645,13412,27053,22758,29171,25618,11718,27808,13366,12642,19212,23220,29880,28370,11820,28767,22549,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542,10542
24273,22658,10758,15015,18209,36105,28390,23980,37775,38011,12703,19553,18059,23231,23476,39002,21931,25017,11381,22639,18253,15124,15545,37257,38784,36105,36105,36105,36105,36105,36105,36105,36105,36105,36105,36105,36105
33965,17235,30366,19557,28468,29689,12079,15116,30426,11043,35747,13737,13571,33960,20729,36645,12647,29040,27873,23970,25880,33150,11329,24090,39332,29689,29689,29689,29689,29689,29689,29689,29689,29689,29689,29689,29689
36985,25329,15250,11183,25606,19864,26384,29318,37222,15380,14956,14919,19809,39006,30173,14011,34380,23566,30825,21416,39174,32780,23526,36090,25072,19864,19864,19864,19864,19864,19864,19864,19864,19864,19864,19864,19864
22709,21695,27052,26248,29645,17499,14728,29417,33141,14431,31139,11227,15992,29019,33367,12931,13012,16102,32438,33080,22709,27839,25808,19898,24790,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499,17499
21736,23702,16062,36600,25372,37397,28319,22514,26397,13195,25733,37677,34419,23982,26191,34231,37305,38125,39112,15844,32370,26515,33122,21178,34880,37397,37397,37397,37397,37397,37397,37397,37397,37397,37397,37397,37397
15232,29677,25442,38475,19132,14399,12595,12165,27797,36018,23661,27289,11412,28309,13611,11333,21882,33110,18846,10024,13528,32928,13150,25020,18773,14399,14399,14399,14399,14399,14399,14399,14399,14399,14399,14399,14399
